2015-06-01,10076,13267,18035,18999,569,3730,14604,11930,2605,60803,833,18106,4349,3302,490,0,1679,2387,284,214,50,150,0,8946,0,73,40,0
2015-06-02,10912,15187,12886,12749,738,3730,14932,11930,3385,24490,833,9606,2134,4270,433,0,1353,1052,284,322,76,0,0,1731,0,219,198,85
2015-06-03,10912,15187,10191,27398,738,3730,13023,11930,2523,41143,885,18272,2134,4270,490,0,1353,1052,284,322,76,0,0,1595,0,115,119,85
2015-06-04,10912,16959,18035,27398,966,4891,14932,11930,3385,24490,885,18272,2134,4270,490,0,1353,1052,0,322,76,37,0,1595,0,115,119,85
2015-06-05,10912,13267,14320,18171,992,3730,14932,11930,7117,24490,885,14760,2134,4270,490,0,1353,1052,284,322,76,0,0,1595,12,115,119,85
2015-06-06,11834,24275,20842,18171,966,6016,17608,15086,8378,43716,902,23350,5141,4497,379,0,1514,767,0,428,26,0,0,2754,0,29,119,51
2015-06-07,11834,24275,30391,18171,1365,6016,17608,15086,7138,43716,1416,23350,4349,4497,379,0,1545,1052,57,428,26,0,0,2754,0,0,0,51
2015-06-08,5125,13267,18035,18655,738,4891,14932,11930,5613,41143,902,14760,2134,4648,490,0,1353,1052,284,322,140,37,0,1595,0,278,198,17
2015-06-09,5125,16959,11978,17918,966,4891,4313,11930,3385,41143,550,9606,2134,4270,490,0,3033,1052,0,322,75,37,0,1595,0,115,198,85
2015-06-10,10912,10482,14320,12749,966,2662,6998,7570,3385,41143,902,12997,2134,4152,380,29,1353,1052,114,322,140,37,0,2894,0,219,119,85
2015-06-11,10912,15187,11978,8002,1563,4891,4313,11930,5613,23092,550,9606,2134,4152,380,29,1353,1052,284,322,75,37,0,1595,0,219,119,85
2015-06-12,5125,25734,14320,8002,1563,2662,7994,11930,3385,24490,618,12997,2134,4152,380,29,1353,1052,284,322,140,37,0,1595,0,0,198,17
2015-06-13,11309,39350,20842,29214,2018,4660,8707,15086,8378,66804,618,16445,19506,4497,380,58,1514,767,57,428,51,0,0,1474,0,487,40,51
2015-06-14,11309,39350,30391,28463,966,6016,8707,15086,7138,43716,618,16445,7283,4497,380,58,1545,767,114,268,89,37,0,2754,0,487,40,51
2015-06-15,8811,15187,13738,8002,992,2662,13023,7570,3385,41143,550,12997,2134,4152,380,29,1353,1052,284,322,140,37,0,1595,0,219,119,51
2015-06-16,10912,15187,12419,12749,738,4891,7010,7570,3385,41143,902,8342,2134,4152,380,29,1353,1052,284,322,75,0,0,2293,0,219,99,17
2015-06-17,10912,13267,14320,18171,966,2662,4313,7570,3385,24490,550,12997,2134,4648,379,0,3033,1052,114,322,75,18,0,1595,0,115,198,17
2015-06-18,9936,15187,11978,17918,992,4891,4313,11930,2523,23092,848,9606,2134,4152,380,29,3033,1052,284,322,75,18,0,1595,0,115,119,85
2015-06-19,8811,25734,12419,8002,966,4715,14932,7842,3385,24490,567,14760,5991,4152,380,58,1353,1052,0,322,140,37,0,1595,0,219,40,85
2015-06-20,11834,39350,20842,28463,2018,3574,8707,7842,8378,43716,1416,23350,7927,5231,433,58,1514,767,0,268,26,0,0,2754,0,635,40,85
2015-06-21,11925,24275,30391,28463,2018,3574,8707,7842,7138,43716,1416,16445,19506,5231,361,58,1545,1052,0,268,89,0,0,2754,0,487,40,85
2015-06-22,10912,25734,12419,27398,992,3730,14932,11930,3385,24490,833,14760,3898,4152,380,29,1353,767,284,322,76,0,0,1595,0,115,40,17
2015-06-23,8811,13267,11978,12749,1563,3730,7010,11930,3385,41143,885,9606,2134,4152,380,29,1353,1052,284,322,75,37,0,2293,12,219,198,85
2015-06-24,7510,13267,13738,8002,738,3730,14932,11930,7117,24490,833,14760,2134,4270,490,0,1353,1052,284,322,76,0,0,1595,0,73,198,85
2015-06-25,9936,25734,16075,12749,966,4715,14932,11930,2523,24490,902,14760,2134,4152,380,29,1353,1052,0,322,140,18,0,2293,0,0,119,85
2015-06-26,10912,10482,18035,12749,966,2662,6998,7570,7117,24490,550,15539,2134,4152,379,0,1353,1052,114,322,140,37,0,1731,0,73,198,85
2015-06-27,11309,39350,30391,28463,2018,6016,17040,7570,7138,43716,759,18290,4349,4497,380,0,1545,767,114,268,89,0,0,2536,0,487,99,51
2015-06-28,11834,24275,30391,28463,2018,6016,17608,7570,8378,43716,759,13821,10157,4497,379,0,1545,767,114,428,51,0,0,2536,0,487,99,51
2015-06-29,9441,13267,12419,21431,938,2144,15524,4026,3004,52011,581,8476,6070,4152,380,121,771,1411,284,258,50,37,0,5818,0,122,0,17
2015-06-30,7595,13267,12419,23305,938,2144,15524,4026,2224,52011,499,9463,4272,4152,379,121,771,1411,34,258,50,0,15,7570,0,219,0,0
2015-07-01,5125,17308,18285,18231,938,2144,7010,4807,2224,52011,581,6505,4924,4152,488,25,1843,1395,34,258,151,0,15,7570,0,390,0,67
2015-07-02,9936,13267,12886,9524,966,2144,15524,9382,2224,52011,1758,6579,5435,4152,380,121,771,1411,114,322,151,18,0,7176,12,390,0,51
2015-07-03,9441,17308,13738,18999,938,2144,10263,4026,2224,60803,581,9533,4272,4152,380,25,1575,1411,34,258,51,0,0,4608,0,390,0,0
2015-07-04,9441,39350,28984,17561,2075,2144,8707,33102,4369,52959,459,18290,13243,4497,361,0,1412,1209,114,369,51,60,0,7198,0,487,0,0
2015-07-05,9441,14880,28984,16593,938,2144,8707,33102,4369,52959,459,19266,8101,4497,379,0,1273,1209,34,369,51,60,0,7672,0,487,0,0
2015-07-06,9360,15187,14337,18231,569,2144,10263,4026,2224,52011,581,8342,7039,4152,380,121,393,1395,34,0,51,0,42,22460,0,219,0,0
2015-07-07,5450,10394,18285,12877,723,2990,7010,4656,4210,75166,1382,9463,10154,4802,773,101,1871,1411,60,0,51,216,42,22460,0,53,60,0
2015-07-08,5450,11752,11978,11016,411,2225,9246,3789,4514,42594,691,8342,2638,6746,1715,101,1330,2109,60,0,496,216,42,1906,0,0,60,0
2015-07-09,5450,15430,13844,9973,521,3029,9246,8389,4210,75166,691,8342,5382,5353,3349,101,1330,1754,60,0,137,216,0,22460,0,0,60,0
2015-07-10,7595,17308,32672,20007,966,2144,10263,4026,2224,16692,581,9533,13243,4152,380,121,1575,1411,114,0,51,37,15,1750,0,390,0,0
2015-07-11,10153,25154,23095,30772,1365,2144,13727,33102,4369,34906,459,25746,8101,4497,379,0,1273,1209,57,0,51,0,0,2235,0,635,0,0
2015-07-12,10153,25154,17529,30772,2018,2144,13727,33102,4369,34906,459,25746,7595,5231,379,0,1412,1209,114,0,51,0,0,2235,0,635,0,0
2015-07-13,9071,13267,32672,13528,938,2144,10263,4026,2224,34906,499,9533,6070,4152,380,121,1575,1411,34,0,51,0,0,1750,12,390,0,0
2015-07-14,5450,10394,9114,17931,723,2990,5770,4807,2224,37282,938,8476,4924,4152,773,50,1575,1411,114,0,51,0,15,1983,0,390,0,0
2015-07-15,6473,15631,9114,9524,723,2990,5770,2467,2224,37282,476,9745,6070,4152,773,0,580,1411,34,0,51,0,15,4433,0,0,0,67
2015-07-16,7595,15631,12419,9264,938,2144,5770,4656,2224,40861,370,9745,6070,4648,774,0,1321,1411,34,0,51,0,42,4433,12,80,40,0
2015-07-17,7595,10394,15132,10168,723,2990,5770,4656,2224,48410,499,10000,10154,4000,379,0,1537,1411,114,0,51,0,0,7181,0,160,40,0
2015-07-18,10153,46366,12256,17561,890,2990,13727,4656,4649,55072,459,11373,10554,4000,433,0,1330,1209,60,0,51,60,0,4029,0,159,0,0
2015-07-19,10153,33083,17529,32990,723,2990,13727,4656,4649,61101,459,11373,8191,4000,361,0,1330,1209,57,0,51,60,0,3254,0,159,0,0
2015-07-20,10153,46366,17529,32990,723,2990,13727,4656,4649,55072,779,22222,7927,4497,379,0,1330,1209,57,0,51,60,0,9387,0,0,56,67
2015-07-21,5450,10394,12998,18999,723,2990,5770,4656,2224,31334,1382,16766,13243,4152,773,0,1330,1411,114,0,51,0,0,17527,0,0,40,0
2015-07-22,6449,15430,8493,9264,890,2990,9246,4656,2224,21300,691,11339,7595,4648,379,0,1330,1411,34,0,51,0,0,2167,0,0,56,0
2015-07-23,6449,10295,16866,29412,723,2990,9246,4169,4514,38905,691,16061,7135,4152,240,101,580,1411,60,0,51,0,0,9356,0,0,56,0
2015-07-24,5450,11752,12793,18231,723,2990,9246,4169,4514,37282,691,16928,4272,4152,348,101,580,1395,60,57,51,0,0,1906,0,0,56,12
2015-07-25,13702,11752,22090,33844,723,2990,13727,29389,4514,37282,779,26858,15320,5231,320,101,910,1209,60,57,51,60,0,2135,0,0,54,12
2015-07-26,13702,11752,24322,17561,723,2990,13727,33102,4514,37282,459,17563,6186,5231,320,101,910,1209,60,76,51,60,0,2135,0,0,112,12
2015-07-27,13702,11752,11978,18231,723,2990,9246,4169,4514,28378,691,16928,6070,4152,240,101,580,1395,60,57,51,37,0,1906,0,0,56,12
2015-07-28,13702,15430,12793,9524,890,2990,9246,4169,4514,28378,691,16766,7135,4152,348,101,580,1411,60,0,51,37,0,3555,0,0,56,0
2015-07-29,6449,15430,16866,17931,723,2990,9246,4169,4514,28378,691,16118,7135,4152,379,101,580,1411,60,95,51,37,15,9356,0,0,56,0
2015-07-30,13702,15430,12793,17532,890,2990,9246,4169,4722,28378,691,15373,4272,4648,348,0,393,1411,60,57,51,0,42,3555,0,0,56,0
2015-07-31,6449,10295,16866,24989,723,2990,9246,4169,4071,42612,691,16061,4252,4152,240,0,580,1411,60,0,51,0,42,7177,0,0,56,0
2015-08-01,7050,10295,15271,17561,723,2990,13727,29389,4722,42612,459,26858,15320,4497,320,0,910,1209,60,0,51,0,0,8084,18,0,56,33
2015-08-02,7050,10295,15271,17561,723,2990,13727,33102,4514,42612,459,26858,15320,5231,320,0,910,1209,60,0,51,0,0,8084,0,0,56,0
2015-08-03,6449,10295,16866,9524,723,2990,9246,4169,4514,38905,691,16061,7135,4152,320,0,580,1411,60,0,51,0,0,9356,0,0,56,0
2015-08-04,8842,11752,13111,23689,723,2990,10581,4169,4514,37282,566,13351,7135,4648,320,0,580,1411,60,0,51,0,0,7177,0,0,56,0
2015-08-05,13702,11752,12793,22330,723,2990,9246,4169,4514,37282,691,16928,14317,4648,2256,0,1330,1411,60,0,51,0,0,1906,0,0,56,0
2015-08-06,11149,11752,19560,22330,723,2990,9246,4169,2224,37282,691,16928,7135,4648,379,0,580,1411,60,95,51,0,0,8863,0,0,56,0
2015-08-07,11149,11752,19560,22330,723,2990,9246,4169,4514,37282,691,16928,16008,4270,320,0,580,1411,60,0,51,0,0,1906,0,0,56,0
2015-08-08,11149,11752,22090,31407,723,2990,13727,29389,4514,44314,779,26858,15320,5231,320,0,910,1209,60,0,51,60,0,2135,0,0,56,0
2015-08-09,11149,11752,22090,31407,723,2990,13727,29389,4071,44314,459,26858,15320,4497,320,0,910,1209,60,0,51,60,0,2135,0,0,56,0
2015-08-10,6449,15430,8493,23054,723,2990,9246,4169,2224,42612,691,12807,7309,4648,361,0,580,1411,114,0,51,0,0,2167,0,0,56,0
2015-08-11,13702,10295,12793,24989,723,2990,9246,4169,4722,45968,691,16061,11738,4152,320,0,580,1411,60,228,51,0,42,1906,0,0,56,12
2015-08-12,13702,15430,12793,12749,723,2990,9246,4169,4722,45968,691,17756,7309,6107,320,0,321,1411,60,0,51,0,42,2337,0,0,56,12
2015-08-13,13702,10295,12793,12749,723,2990,9246,4169,4722,45968,691,16061,9914,3006,320,0,321,1411,60,0,51,0,42,2031,0,0,56,12
2015-08-14,13702,10295,12793,12749,723,2990,9246,4169,4722,45968,691,16061,9914,5353,320,0,580,1411,60,228,51,0,42,1906,0,0,56,12
2015-08-15,13702,10295,15271,28463,723,2990,13727,29389,4514,63230,460,23138,6780,5353,320,0,910,1209,60,228,51,0,0,2135,0,0,56,12
2015-08-16,13702,10295,15271,28463,723,2990,13727,29389,4514,58385,460,23138,6780,5353,320,0,910,1209,60,228,51,0,0,2614,0,0,56,12
2015-08-17,13702,10295,12793,24989,890,2990,9246,4169,4514,45968,691,8060,11738,5353,320,0,580,1411,60,76,51,0,0,1906,0,0,144,12
2015-08-18,13702,15430,12793,15760,723,2990,9246,4169,4514,42612,691,8060,5991,7164,320,0,580,1411,60,76,51,0,0,1906,0,0,144,12
2015-08-19,13702,11752,12793,23689,723,2990,10581,4169,4722,42612,566,18199,2991,6746,320,0,580,1411,60,57,51,0,42,1397,0,0,57,12
2015-08-20,13702,22187,12793,12749,723,2990,4374,4169,4722,45968,566,18199,3919,5868,320,0,321,1280,60,0,51,0,42,1758,0,0,57,12
2015-08-21,8893,8469,12793,16145,723,2216,12361,4169,4071,44628,418,18199,11794,8590,320,89,385,2303,95,0,51,0,42,1758,0,398,57,67
2015-08-22,8893,34865,11633,22463,723,2216,12361,29389,4722,51424,1650,26858,11794,8590,320,89,257,1209,95,56,51,0,0,2884,0,398,57,12
2015-08-23,8893,34865,11633,22463,723,2216,12361,29389,4722,51424,1650,26858,11794,8590,320,89,257,1209,0,112,51,0,0,2884,0,398,57,12
2015-08-24,11385,14153,12793,12659,874,2216,7318,16402,4071,44628,1056,18199,11794,8590,320,89,580,1031,0,0,158,0,42,1904,66,288,57,12
2015-08-25,12685,14153,12793,12659,723,2216,10623,4169,4514,59340,550,18199,11794,8590,320,179,580,2303,95,171,158,0,42,2713,0,128,57,12
2015-08-26,11385,14153,12793,12659,2983,1955,10724,16124,2525,59340,418,18199,14928,8590,1715,89,1536,1031,152,171,158,0,42,3027,66,288,57,12
2015-08-27,8893,14153,12793,12659,723,2585,10724,16402,4722,37282,1650,18199,11794,5484,320,114,580,1098,271,57,137,0,42,2526,66,32,57,12
2015-08-28,8893,14153,12793,12659,723,2585,7318,16402,4514,37282,418,18199,11794,8590,1932,114,1330,1098,271,76,137,0,42,3027,66,288,57,12
2015-08-29,8893,15186,11633,21235,723,4246,8477,16402,4722,44314,1650,26858,11794,8590,2256,114,1330,2562,271,228,137,0,0,2526,66,32,57,12
2015-08-30,8893,20626,11633,21235,723,4246,10724,16402,4722,44314,418,26858,11794,8590,2256,114,1330,2562,271,228,137,0,0,2526,66,32,57,12
2015-08-31,8893,14153,12793,12659,723,2585,7318,16402,4071,59340,1650,18199,11794,8590,320,266,393,1098,60,57,137,0,42,2713,66,32,57,12
2015-09-01,8893,14153,12793,12659,2983,1955,6465,16124,2525,27147,1650,18199,11794,8590,2256,89,1741,3406,95,171,160,0,42,2713,66,32,57,12
2015-09-02,8893,14153,12793,12659,2983,1955,6465,16402,2525,27147,1650,18199,11794,8590,2256,89,1741,3406,95,171,340,0,42,2713,66,32,57,12
2015-09-03,8893,14153,12793,12659,2983,1955,6465,16124,2525,27147,550,18199,11794,8590,2256,89,1741,3827,95,171,340,126,42,3027,66,32,57,12
2015-09-04,12332,14153,12793,12659,2983,1955,8765,16402,2525,27147,1650,18199,11794,8590,1061,89,1741,1031,52,171,559,126,98,2526,66,288,57,12
2015-09-05,12332,15186,11633,36510,3496,1955,6465,16402,4194,38413,1650,26858,11794,8590,1061,89,1194,343,52,171,135,0,112,2526,66,288,57,0
2015-09-06,12332,20626,11633,32106,2983,1955,6465,16402,4194,38413,1650,26858,11794,8590,1061,89,1194,343,52,171,135,0,0,2526,66,32,57,0
2015-09-07,12332,14153,12793,12659,2983,1955,8765,16402,2525,27147,418,18199,11794,8590,442,89,1741,1031,52,171,559,126,98,3027,66,32,57,0
2015-09-08,8893,14153,12793,12659,2983,1955,6465,16402,2525,27147,1650,18199,11794,8590,2256,89,1741,1031,152,171,158,126,42,2473,66,288,57,0
2015-09-09,8893,14153,12793,12659,2983,1955,4951,16124,4514,27147,1650,18199,11794,8590,2256,89,1330,3406,95,171,137,0,42,2713,66,288,57,12
2015-09-10,8893,14153,12793,12659,723,3029,7318,16402,4514,54917,1650,18199,2991,8590,240,89,580,1098,95,171,340,0,42,3027,66,288,57,12
2015-09-11,8893,14153,12793,12659,723,2585,10623,10244,4514,54917,1650,18199,11794,8590,240,89,580,1098,0,171,340,60,42,2526,66,32,57,67
2015-09-12,8893,15186,20106,21235,723,4246,8653,16402,4722,57009,1650,26858,11794,8590,320,89,910,2562,0,171,340,0,0,2526,66,32,57,12
2015-09-13,8893,15186,11633,21235,723,4246,8653,10244,4722,57009,1650,26858,11794,8590,320,89,910,2562,0,171,340,0,0,2526,66,32,57,12
2015-09-14,8893,14153,12793,12659,2983,1955,10724,16124,2525,59340,1650,18199,11794,8590,2256,89,1330,1098,95,171,158,0,42,3027,66,128,57,67
2015-09-15,8893,14153,12793,12659,2983,1955,10724,10244,2525,59340,418,18199,2991,8590,2256,89,1537,1098,95,171,340,0,42,2713,66,32,57,67
2015-09-16,8893,14153,12793,12659,723,2216,7948,10244,4514,37282,418,18199,11794,8590,320,114,580,1098,271,57,340,0,42,3027,66,128,57,12
2015-09-17,8893,10390,12793,12659,890,2216,7318,4169,4514,35100,1650,18199,11794,5484,320,190,580,2303,271,57,120,0,42,2713,66,128,57,12
2015-09-18,8893,14153,12793,12659,723,2585,10724,16124,4514,37282,1650,18199,11794,8590,320,114,580,1098,271,76,160,0,42,2526,66,128,57,12
2015-09-19,8893,15186,20106,21235,723,4246,8653,16402,4071,42612,1650,26858,11794,8590,320,114,910,2562,271,228,160,0,0,2526,66,32,57,12
